03/01/2010,29.86,137312041,29.3928,29.9286,29.35
03/02/2010,29.84,141486282,29.99,30.1186,29.6771
03/03/2010,29.9,92846488,29.8486,29.9814,29.7057
03/04/2010,30.1,89591907,29.8971,30.1314,29.8043
03/05/2010,31.28,224647427,30.7057,31.3857,30.6614
03/08/2010,31.3,107326832,31.43,31.4414,31.1786,30.195999999999998
03/09/2010,31.86,229908139,31.1871,32.1428,31.1271,30.484
03/10/2010,32.12,148907755,31.9757,32.2114,31.8857,30.887999999999998
03/11/2010,32.21,101209110,31.9871,32.2143,31.9028,31.332
03/12/2010,32.37,103841951,32.4814,32.5328,32.25,31.754
03/15/2010,31.98,123005437,32.1971,32.2143,31.4643,31.972,34.321
03/16/2010,32.06,111581993,32.0257,32.14,31.7871,32.108,37.926100000000005
03/17/2010,32.02,112501374,32.1286,32.35,31.8957,32.147999999999996,38.51661
03/18/2010,32.09,85156076,32.0143,32.1428,31.8014,32.128,38.78366100000001
03/19/2010,31.75,139669082,32.1128,32.1771,31.6043,32.104,39.016366100000006
03/22/2010,32.11,113828294,31.4957,32.2857,31.45,31.98,39.05263661
03/23/2010,32.62,150384825,32.2343,32.6828,32.0143,32.00600000000001,39.17326366100001
03/24/2010,32.77,149419805,32.52,32.8857,32.5014,32.118,39.3123263661
03/25/2010,32.38,135463131,32.9886,32.9957,32.3214,32.268,39.40623263661
03/26/2010,32.99,159986658,32.7071,33.1357,32.65,32.326,39.393623263661
03/29/2010,33.2,130887089,33.2857,33.41,33.0886,32.574,39.5153623263661,33.33
03/30/2010,33.69,131326339,33.8004,33.9257,33.4643,32.79200000000001,39.670536232636614,35.174
03/31/2010,33.57,107438412,33.6414,33.8014,33.4943,33.00600000000001,39.898053623263664,35.4832
04/01/2010,33.71,150568295,33.9271,34.1043,33.25,33.166,40.06380536232636,35.676159999999996
04/05/2010,34.07,170363601,33.5678,34.0728,33.5386,33.432,40.25638053623264,35.873307999999994
04/06/2010,34.22,111431983,34.0286,34.32,33.8571,33.648,40.54363805362327,36.04066540000001
04/07/2010,34.37,156909177,34.2457,34.56,34.0943,33.852,40.79836380536233,36.20253327000001
04/08/2010,34.28,142899723,34.3486,34.5057,34.0057,33.988,41.01383638053623,36.343626663500004
04/09/2010,34.54,83443105,34.49,34.5557,34.3514,34.13,41.17738363805363,36.454181333175
04/12/2010,34.61,83236885,34.6,34.7243,34.5443,34.296,41.435738363805356,36.58920906665875
04/13/2010,34.63,76184103,34.5514,34.6857,34.4443,34.403999999999996,41.630573836380535,36.71146045333294
04/14/2010,35.1,100827750,35.04,35.1157,34.8671,34.486000000000004,41.79505738363805,36.851073022666654
04/15/2010,35.56,93876048,35.1114,35.5757,35.0728,34.632,41.999505738363794,37.033553651133325
04/16/2010,35.34,187514026,35.51,35.8771,34.9357,34.888,42.26495057383638,37.24267768255667
04/19/2010,35.3,141571402,35.29,35.4128,34.5386,35.048,42.43249505738365,37.40463388412784
04/20/2010,34.94,177792843,35.5057,35.6071,34.7078,35.186,42.568249505738365,37.58823169420639
04/21/2010,37.03,245072944,36.9721,37.1786,36.5328,35.248000000000005,42.61782495057385,37.72091158471032
04/22/2010,38.07,197849809,36.8914,38.1071,36.6,35.634,43.09778249505739,38.052545579235534
04/23/2010,38.69,198906390,38.2843,38.8828,38.1428,36.136,43.62877824950574,38.38612727896179
04/26/2010,38.5,119378876,38.84,38.9228,38.3128,36.806,44.15887782495058,38.749306363948094
04/27/2010,37.43,176955713,38.1814,38.2628,37.2171,37.446,44.58188778249506,39.03346531819742
04/28/2010,37.37,189375537,37.6071,37.7143,36.63,37.944,44.79718877824951,39.20567326590988
04/29/2010,38.38,139522502,37.5743,38.5714,37.43,38.012,45.03971887782496,39.3952836632955
04/30/2010,37.3,135421971,38.4728,38.6528,37.2857,38.074,45.4469718877825,39.695764183164776
05/03/2010,38.05,113343684,37.6914,38.2686,37.5543,37.79600000000001,45.57569718877825,39.83628820915824
05/04/2010,36.95,180620564,37.5557,37.6128,36.6786,37.706,45.93856971887782,40.079814410457914
05/05/2010,36.57,220353346,36.1471,36.8771,35.5328,37.61,46.06585697188778,40.1734907205229
05/06/2010,35.18,319584886,36.2614,36.8928,28.4643,37.45,45.99458569718878,40.26917453602614
05/07/2010,33.69,418562326,34.8157,35.2243,32.1728,36.81,45.55945856971888,40.24945872680131
05/10/2010,36.28,245539284,35.75,36.3786,35.5043,36.088,44.866945856971896,40.13147293634007
05/11/2010,36.65,212068004,35.9771,37.1271,35.7857,35.734,44.83469458569719,40.33857364681701,34.81019999999999
05/12/2010,37.44,163385299,37.035,37.59,36.9571,35.674,44.79046945856972,40.46842868234085,35.64960399999998
05/13/2010,36.91,149704075,37.6028,37.8571,36.6286,35.848,44.87204694585697,40.631421434117044,35.83419207999999
05/14/2010,36.26,189368537,36.4521,36.64,35.6428,36.194,44.6802046945857,40.68057107170585,35.967483841599986
05/17/2010,36.32,190413707,36.3857,36.5971,35.3871,36.708,44.49202046945857,40.69652855358529,36.080349676831986
05/18/2010,36.05,194856888,36.7114,36.9357,35.7514,36.715999999999994,44.30620204694585,40.75132642767926,36.184606993536626
05/19/2010,35.48,256089547,35.6428,36.1314,34.9786,36.59599999999999,44.17062020469457,40.79606632138395,36.27629213987072
05/20/2010,33.97,319497456,34.5543,34.8357,33.7443,36.20399999999999,43.99106202046945,40.692303316069186,36.3391258427974
05/21/2010,34.62,305744272,33.26,34.9286,33.05,35.616,43.701106202046944,40.40661516580345,36.34718251685593
05/24/2010,35.25,188078156,35.3257,35.8428,35.18,35.288,43.830110620204685,40.221330758290165,36.40854365033711
05/25/2010,35.03,261342838,34.1928,35.2514,33.88,35.074,43.80301106202047,40.08106653791451,36.47997087300673
05/26/2010,34.87,212125404,35.7257,36.0186,34.8214,34.87,43.616301106202044,39.94305332689572,36.53799941746012
05/27/2010,36.19,165270400,35.8,36.27,35.5871,34.748000000000005,43.324630110620205,39.803152666344786,36.59215998834919
05/28/2010,36.7,203645811,37.0554,37.0571,36.1928,35.192,43.35546301106202,39.752657633317234,36.703043199766974
06/01/2010,37.26,218455576,37.0986,37.9914,36.9943,35.608000000000004,43.453546301106215,39.745632881665856,36.80766086399532
06/02/2010,37.71,171594061,37.7914,37.8286,37.1907,36.010000000000005,43.61335463011063,39.73378164408329,36.93115321727989
06/03/2010,37.59,162341809,37.8828,37.9357,37.2014,36.54600000000001,43.84033546301107,39.79368908220416,37.054623064345584
06/04/2010,36.57,189045767,36.8871,37.4143,36.3757,37.09,44.06203354630111,39.841684454110194,37.15409246128691
06/07/2010,35.85,221253336,36.8986,37.0214,35.7928,37.166000000000004,44.242203354630114,39.86258422270551,37.211681849225734
06/08/2010,35.62,249904415,36.1771,36.2571,35.0928,36.995999999999995,44.311220335463005,39.93562921113527,37.267833636984506
06/09/2010,34.74,213040094,35.9243,35.9857,34.6414,36.668,44.3321220335463,39.894781460556764,37.31695667273968
06/10/2010,35.79,193507918,34.9771,35.8543,34.6,36.074,44.21721220335463,39.75323907302784,37.33113913345478
06/11/2010,36.22,136154451,35.4607,36.2657,35.3386,35.714,44.402721220335465,39.716161953651394,37.39442278266908
06/14/2010,36.33,150469315,36.5657,37.0214,36.2871,35.644,44.46727212203355,39.70130809768257,37.45728845565337
06/15/2010,37.1,145862054,36.52,37.1214,36.5,35.739999999999995,44.447727212203354,39.709565404884124,37.51314576911305
06/16/2010,38.18,195557169,37.3,38.25,37.2329,36.035999999999994,44.50677272122034,39.78747827024421,37.59026291538225
06/17/2010,38.84,217872895,38.6571,38.9857,38.5,36.724000000000004,44.667677272122035,39.951873913512216,37.69260525830764
06/18/2010,39.15,195928029,38.8928,39.2857,38.7743,37.334,44.874767727212216,40.16109369567562,37.79725210516615
06/21/2010,38.6,193217628,39.67,39.8586,38.39,37.92,45.184476772721226,40.44605468478379,37.902945042103326
06/22/2010,39.12,178776694,38.88,39.4243,38.7857,38.374,45.43544767727213,40.6318027342392,37.97525890084207
06/23/2010,38.71,191838418,39.2257,39.2371,38.2714,38.778000000000006,45.862544767727215,40.86059013671196,38.07730517801684
06/24/2010,38.43,178309303,38.7143,39.0278,38.3,38.884,46.26125447677272,41.0355295068356,38.15274610356034
06/25/2010,38.1,136678611,38.58,38.61,37.9728,38.80200000000001,46.53712544767727,41.20827647534179,38.21525492207121
06/28/2010,38.33,146186434,38.1328,38.5357,37.7886,38.592,46.71971254476773,41.295913823767094,38.260705098441434
06/29/2010,36.6,282782865,37.7316,37.77,36.3286,38.538,46.960971254476775,41.393295691188364,38.32601410196884
06/30/2010,35.93,184538045,36.6728,36.8528,35.7157,38.034,46.76209712544768,41.278664784559425,38.318720282039386
07/01/2010,35.5,255527517,36.3286,36.4,34.7457,37.478,46.45020971254477,41.15043323922798,38.324974405640795
